test_id,port,expected,detected,confidence,match,scenario_type,scenario_subtype,difficulty,latency_ms,reasoning,banner_hex,signals
PARTIAL_00285_mut_000,11954,unknown,unknown,19.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,0a32cd57917120,{'unknown': 1}
NOISE_02434,6379,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.1,untrusted decision,c14e647441eabe148b9e84712afd926dd40425cb29dff2c4720ff866ee534da1f6be85323230204654502072656164790d0a,{'ftp': 75}
HONEY_03304,43424,unknown,unknown,20.0,True,honeypot,rotating_banner,evil,0.06,Honeypot behavior detected,5353482d322e302d4f70656e5353480d0a,{'ssh': 95}
PARTIAL_00157_mut_012,1,smtp,unknown,19.0,False,partial_banner,mid_header_eof_header_reorder,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353,{'unknown': 1}
PARTIAL_00215_mut_006,17869,unknown,unknown,25.0,True,partial_banner,extreme_truncation_byte_insertion,evil,0.07,Low behavioral consistency (50): likely honeypot or protocol mismatch,53534827,{'ssh': 40}
PARTIAL_00285_mut_001,11878,unknown,unknown,19.0,True,partial_banner,extreme_truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,72163030,{'unknown': 1}
NOISE_02435,21,ftp,ftp,53.0,True,garbage_noise,noise_around_valid,evil,0.09,untrusted decision,c7ace0e7d706ce374db63ff884799a583f0e9f78660d7f33ded285c7dd323230204654502072656164790d0a054cc8f395b0,{'ftp': 83}
HONEY_03305,12829,unknown,unknown,20.0,True,honeypot,rotating_banner,evil,0.05,Honeypot behavior detected,5353482d322e302d4f70656e5353480d0a,{'ssh': 95}
PARTIAL_00157_mut_013,21,smtp,unknown,25.0,False,partial_banner,mid_header_eof_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,7353,{'ftp': 20}
PARTIAL_00215_mut_007,17853,unknown,unknown,25.0,True,partial_banner,extreme_truncation_binary_noise,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353cf48,{'ssh': 40}
PARTIAL_00285_mut_002,11874,unknown,unknown,19.0,True,partial_banner,extreme_truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,3732323020,{'unknown': 1}
NOISE_02436,80,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.08,untrusted decision,9696e75714183762fbc57eb9512778f842875817323230204654502072656164790d0ad6bb74a05122fc1facf344c1fde862,{'ftp': 75}
HONEY_03306,7503,unknown,unknown,20.0,True,honeypot,rotating_banner,evil,0.05,Honeypot behavior detected,5353482d322e302d4f70656e5353480d0a,{'ssh': 95}
PARTIAL_00157_mut_014,43,smtp,unknown,19.0,False,partial_banner,mid_header_eof_case_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,7373,{'unknown': 1}
PARTIAL_00215_mut_008,17851,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,735348,{'ssh': 40}
PARTIAL_00285_mut_003,11928,unknown,unknown,25.0,True,partial_banner,extreme_truncation_byte_insertion,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,32323020be24,{'ftp': 35}
NOISE_02437,8080,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.07,untrusted decision,f8ed090e2f422db8323230204654502072656164790d0a5c7e9e1fadbdad05db52f83e3f1ac46624,{'ftp': 75}
HONEY_03307,28845,unknown,unknown,20.0,True,honeypot,rotating_banner,evil,0.05,Honeypot behavior detected,5353482d322e302d4f70656e5353480d0a,{'ssh': 95}
PARTIAL_00157_mut_015,21,smtp,unknown,25.0,False,partial_banner,mid_header_eof_truncation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'ftp': 20}
PARTIAL_00215_mut_009,17799,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00285_mut_004,11912,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,32323020,{'ftp': 35}
NOISE_02438,8080,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.08,untrusted decision,bb918d1bddc7e6c38add4710d7a520ccb22b43cda380f364f7138b54219b3dba4978e6e0fc1e0d3232302046545020726561,{'ftp': 75}
HONEY_03308,12152,unknown,unknown,20.0,True,honeypot,rotating_banner,evil,0.08,Honeypot behavior detected,5353482d322e302d4f70656e5353480d0a,{'ssh': 95}
PARTIAL_00157_mut_016,36,smtp,unknown,21.0,False,partial_banner,mid_header_eof_byte_insertion,evil,0.03,untrusted decision,53536fe63607a47b3f4be982c5d94f1f9ca1,{'unknown': 1}
PARTIAL_00285_mut_005,11940,unknown,unknown,25.0,True,partial_banner,extreme_truncation_timing,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,32323020,{'ftp': 35}
NOISE_02439,22,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.09,untrusted decision,aef3cc7a693b5f63a598636ddc17c94f0269323230204654502072656164790d0ad31c4213ff10e47ef079cad6167b2edee2,{'ftp': 75}
HONEY_03309,21482,unknown,unknown,20.0,True,honeypot,rotating_banner,evil,0.05,Honeypot behavior detected,5353482d322e302d4f70656e5353480d0a,{'ssh': 95}
PARTIAL_00158_mut_000,483,ssh,unknown,19.0,False,partial_banner,mid_header_eof_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53122dc39148,{'unknown': 1}
PARTIAL_00215_mut_011,17891,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00285_mut_006,11957,unknown,unknown,19.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,321138658c0422,{'unknown': 1}
NOISE_02440,8080,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.09,untrusted decision,165fe04dd55847a6acaae49b3685b01613dec40c76d47788062dc228323230204654502072656164790d0a6f3f7d657fc166,{'ftp': 75}
HONEY_03310,45513,unknown,unknown,20.0,True,honeypot,rotating_banner,evil,0.08,Honeypot behavior detected,5353482d322e302d4f70656e5353480d0a,{'ssh': 95}
CHAOS_05194,4018,ssh,closed,10,False,realworld_chaos,intermittent,evil,21.34,Port closed (connection refused),,{}
CHAOS_05195,44532,ssh,closed,10,False,realworld_chaos,intermittent,evil,20.98,Port closed (connection refused),,{}
CHAOS_05196,34173,http,closed,10,False,realworld_chaos,intermittent,evil,20.7,Port closed (connection refused),,{}
CHAOS_05197,19520,ssh,closed,10,False,realworld_chaos,intermittent,evil,20.39,Port closed (connection refused),,{}
CHAOS_05198,2856,unknown,closed,10,False,realworld_chaos,intermittent,evil,20.12,Port closed (connection refused),,{}
PARTIAL_00349_mut_009,45078,unknown,closed,10,False,partial_banner,extreme_truncation_byte_deletion,evil,20.11,Port closed (connection refused),,{}
CHAOS_05199,11453,unknown,closed,10,False,realworld_chaos,intermittent,evil,19.9,Port closed (connection refused),,{}
CHAOS_05200,36514,unknown,closed,10,False,realworld_chaos,intermittent,evil,19.67,Port closed (connection refused),,{}
CHAOS_05201,14815,http,closed,10,False,realworld_chaos,intermittent,evil,19.37,Port closed (connection refused),,{}
CHAOS_05202,21810,unknown,closed,10,False,realworld_chaos,intermittent,evil,19.09,Port closed (connection refused),,{}
CHAOS_05203,41040,ssh,closed,10,False,realworld_chaos,intermittent,evil,18.87,Port closed (connection refused),,{}
PARTIAL_00158_mut_001,464,ssh,unknown,25.0,False,partial_banner,mid_header_eof_case_mutation,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,737368,{'ssh': 40}
PARTIAL_00215_mut_012,17881,unknown,unknown,21.0,True,partial_banner,extreme_truncation_byte_insertion,evil,0.04,untrusted decision,53535b6406ce111b5e631b5eddab48,{'unknown': 1}
PARTIAL_00285_mut_007,11944,unknown,unknown,19.0,True,partial_banner,extreme_truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,3272b420,{'unknown': 1}
NOISE_02441,22,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.06,untrusted decision,b9d3ee9a09f98130e00ed8323230204654502072656164790d0a3247b0e11fc9,{'ftp': 75}
HONEY_03311,29160,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00158_mut_002,413,ssh,unknown,19.0,False,partial_banner,mid_header_eof_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00216_mut_000,47069,unknown,unknown,19.0,True,partial_banner,extreme_truncation_header_reorder,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b,{'unknown': 1}
PARTIAL_00285_mut_008,11902,unknown,unknown,19.0,True,partial_banner,extreme_truncation_byte_deletion,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,323220,{'unknown': 1}
NOISE_02442,6379,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.11,untrusted decision,544b87e0229ff31ad1f9b2c8a810323230204654502072656164790d0a095d39e6e4d7,{'ftp': 75}
HONEY_03312,37164,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.07,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00158_mut_003,465,ssh,unknown,25.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'smtps': 20}
PARTIAL_00216_mut_001,46993,unknown,unknown,19.0,True,partial_banner,extreme_truncation_byte_flip,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,7d,{'unknown': 1}
PARTIAL_00285_mut_009,11929,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.06,Low behavioral consistency (50): likely honeypot or protocol mismatch,32323020,{'ftp': 35}
NOISE_02443,8080,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.17,untrusted decision,e3039ed10e2aceaecb23489edfd244aad3b12048be22d8450f59c3378c5b4d95ff92c4f9b03e6bd8258c0b8c88c032323020,{'ftp': 75}
HONEY_03313,23299,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.07,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00158_mut_004,415,ssh,unknown,19.0,False,partial_banner,mid_header_eof_byte_insertion,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,ff0fc8506b535348,{'unknown': 1}
PARTIAL_00216_mut_002,46989,unknown,unknown,19.0,True,partial_banner,extreme_truncation_header_reorder,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b,{'unknown': 1}
NOISE_02444,22,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.09,untrusted decision,c856c06b2e719a82d90eee2351ac413778323230204654502072656164790d0aaf5344556f3e219f5e732828b99ff7e70483,{'ftp': 75}
HONEY_03314,30291,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00158_mut_005,399,ssh,unknown,19.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00216_mut_003,47020,unknown,unknown,19.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b,{'unknown': 1}
PARTIAL_00285_mut_011,11878,unknown,unknown,25.0,True,partial_banner,extreme_truncation_binary_noise,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,3232302034,{'ftp': 35}
NOISE_02445,22,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.1,untrusted decision,952986e6d48f5be26f0203551a33f81fd6644b4b8b1c283ac1580a2cd411ed7b57323230204654502072656164790d0a35ed,{'ftp': 75}
HONEY_03315,36206,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00158_mut_006,481,ssh,unknown,19.0,False,partial_banner,mid_header_eof_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5f0108205340,{'unknown': 1}
PARTIAL_00216_mut_004,47020,unknown,unknown,19.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,8e131062,{'unknown': 1}
PARTIAL_00285_mut_012,11873,unknown,unknown,21.0,True,partial_banner,extreme_truncation_byte_insertion,evil,0.03,untrusted decision,323230828fe49cc50296597ee920,{'unknown': 1}
NOISE_02446,8080,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.06,untrusted decision,d0388e583bbd5c7b1a323230204654502072656164790d0a978c4a5088d3,{'ftp': 75}
HONEY_03316,36071,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00158_mut_007,448,ssh,unknown,19.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00216_mut_005,47055,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b,{'unknown': 1}
PARTIAL_00286_mut_000,21414,unknown,unknown,25.0,True,partial_banner,extreme_truncation_binary_noise,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535381f2482d322e30,{'ssh': 70}
NOISE_02447,22,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.1,untrusted decision,efcd34d0d23f3bbeed12192f0a501ef376e2dfcda4b7f23baca9f7541561872375d6a024edc4fe75f44cf857323230204654,{'ftp': 75}
HONEY_03317,17878,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00158_mut_008,354,ssh,unknown,25.0,False,partial_banner,mid_header_eof_timing,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'ssh': 40}
PARTIAL_00286_mut_001,21472,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d322e30,{'ssh': 70}
NOISE_02448,6379,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.08,untrusted decision,2f551d81ae75f3b8323230204654502072656164790d0ac0739aa47fa68dc83ad5c45862180461e377c864eeb0f41223a920,{'ftp': 75}
HONEY_03318,14813,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00158_mut_009,433,ssh,unknown,19.0,False,partial_banner,mid_header_eof_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4a1b9a,{'unknown': 1}
PARTIAL_00286_mut_002,21479,unknown,unknown,19.0,True,partial_banner,extreme_truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53534cadb62e70,{'unknown': 1}
NOISE_02449,6379,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.09,untrusted decision,221f1645d2dbe39e5df2a3e3248b205abeb343323230204654502072656164790d0a32cfb067fd808de7800421aad3d59057,{'ftp': 75}
HONEY_03319,20570,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00159_mut_000,1,ssh,unknown,25.0,False,partial_banner,mid_header_eof_truncation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d,{'ssh': 40}
PARTIAL_00216_mut_008,47097,unknown,unknown,19.0,True,partial_banner,extreme_truncation_timing,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b,{'unknown': 1}
PARTIAL_00286_mut_003,21464,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
NOISE_02450,80,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.11,untrusted decision,421c1f9a143ee2f7853159674797bd313903dae70f5a972025d47298eae7edd449f18bc7e16a01ec4b3cf8592545f7323230,{'ftp': 75}
HONEY_03320,30983,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00159_mut_001,68,ssh,unknown,21.0,False,partial_banner,mid_header_eof_double_mutation,evil,0.03,untrusted decision,d311016553402d723e102d,{'unknown': 1}
PARTIAL_00216_mut_009,47012,unknown,unknown,19.0,True,partial_banner,extreme_truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,21,{'unknown': 1}
PARTIAL_00286_mut_004,21441,unknown,unknown,25.0,True,partial_banner,extreme_truncation_header_reorder,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d322e30,{'ssh': 70}
NOISE_02451,21,ftp,ftp,53.0,True,garbage_noise,noise_around_valid,evil,0.11,untrusted decision,4a1195dc0195c5e29811f044931737f4f734f90b323230204654502072656164790d0a8229a351fae73625b753fca407ee68,{'ftp': 83}
HONEY_03321,22537,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00159_mut_002,9,ssh,unknown,19.0,False,partial_banner,mid_header_eof_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,7273482d122eb42d,{'unknown': 1}
PARTIAL_00216_mut_010,47008,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b,{'unknown': 1}
PARTIAL_00286_mut_005,21441,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,5373482d322e30,{'ssh': 70}
NOISE_02452,21,ftp,ftp,53.0,True,garbage_noise,noise_around_valid,evil,0.08,untrusted decision,cfea38e1dce022c258cd323230204654502072656164790d0afa308a20dd58d0bafc151be36e523846e725472bb53fe309ce,{'ftp': 83}
HONEY_03322,37692,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00159_mut_003,1,ssh,ssh,54.0,True,partial_banner,mid_header_eof_byte_insertion,evil,0.05,untrusted decision,c9bd995353482d322e302d,{'ssh': 70}
PARTIAL_00217_mut_000,33159,unknown,unknown,19.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,82abd22356,{'unknown': 1}
PARTIAL_00286_mut_006,21427,unknown,unknown,21.0,True,partial_banner,extreme_truncation_byte_insertion,evil,0.03,untrusted decision,5353482d023b456dd401a8de322e30,{'unknown': 1}
NOISE_02453,21,ftp,ftp,53.0,True,garbage_noise,noise_around_valid,evil,0.1,untrusted decision,68814c8449dcf9d42fe58f04a599b2394108d03640c1f37ff006368a88e9f733bb40fc323230204654502072656164790d0a,{'ftp': 83}
HONEY_03323,24161,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00159_mut_004,41,ssh,unknown,21.0,False,partial_banner,mid_header_eof_byte_insertion,evil,0.03,untrusted decision,5353482d00e4a533cc89f015322e302d,{'unknown': 1}
PARTIAL_00217_mut_001,33100,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b50,{'redis': 30}
PARTIAL_00286_mut_007,21436,unknown,unknown,25.0,True,partial_banner,extreme_truncation_binary_noise,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348202d322e30,{'ssh': 40}
NOISE_02454,21,ftp,ftp,53.0,True,garbage_noise,noise_around_valid,evil,0.09,untrusted decision,6c0e2c864467ae46f8897a9013ea25cf48f8cddf84f69dde0ea1c4803c75280bcd323230204654502072656164790d0ac916,{'ftp': 83}
HONEY_03324,1481,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00159_mut_005,42,ssh,unknown,21.0,False,partial_banner,mid_header_eof_double_mutation,evil,0.03,untrusted decision,7353c6eb07486d362e782d,{'unknown': 1}
PARTIAL_00217_mut_002,33124,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b70,{'redis': 30}
PARTIAL_00286_mut_008,21417,unknown,unknown,25.0,True,partial_banner,extreme_truncation_timing,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d322e30,{'ssh': 70}
NOISE_02455,22,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.07,untrusted decision,0bab966b4e5ed60551f68cc75d911cc068e7ab84b6f71b496d323230204654502072656164790d0af12116a8c09c,{'ftp': 75}
HONEY_03325,36925,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
CHAOS_05204,24587,ssh,closed,10,False,realworld_chaos,intermittent,evil,23.17,Port closed (connection refused),,{}
CHAOS_05205,39662,ssh,closed,10,False,realworld_chaos,intermittent,evil,22.8,Port closed (connection refused),,{}
CHAOS_05206,51119,unknown,closed,10,False,realworld_chaos,intermittent,evil,22.54,Port closed (connection refused),,{}
CHAOS_05207,5305,http,closed,10,False,realworld_chaos,intermittent,evil,22.26,Port closed (connection refused),,{}
CHAOS_05208,5983,http,closed,10,False,realworld_chaos,intermittent,evil,21.85,Port closed (connection refused),,{}
CHAOS_05209,58936,unknown,closed,10,False,realworld_chaos,intermittent,evil,21.54,Port closed (connection refused),,{}
CHAOS_05210,27318,unknown,closed,10,False,realworld_chaos,intermittent,evil,21.24,Port closed (connection refused),,{}
PARTIAL_00469_mut_003,29768,unknown,closed,10,False,partial_banner,extreme_truncation_byte_deletion,evil,21.08,Port closed (connection refused),,{}
CHAOS_05211,39146,unknown,closed,10,False,realworld_chaos,intermittent,evil,20.94,Port closed (connection refused),,{}
CHAOS_05212,55120,http,closed,10,False,realworld_chaos,intermittent,evil,20.75,Port closed (connection refused),,{}
PARTIAL_00408_mut_003,15208,unknown,closed,10,False,partial_banner,extreme_truncation_byte_deletion,evil,20.69,Port closed (connection refused),,{}
PARTIAL_00159_mut_006,46,ssh,unknown,25.0,False,partial_banner,mid_header_eof_truncation,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'ssh': 40}
PARTIAL_00217_mut_003,33111,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b50,{'redis': 30}
PARTIAL_00286_mut_009,21418,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
NOISE_02456,22,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.08,untrusted decision,d3e69c36bec5323230204654502072656164790d0aa243920bfd8b32a1bd08e8a9fbd4849cc07e5d319b3dc99f558d1f9064,{'ftp': 75}
HONEY_03326,4200,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00159_mut_007,56,ssh,unknown,19.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00217_mut_004,33128,unknown,unknown,19.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,2f5c1bb67e,{'unknown': 1}
PARTIAL_00286_mut_010,21440,unknown,unknown,25.0,True,partial_banner,extreme_truncation_byte_deletion,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d,{'ssh': 40}
NOISE_02457,22,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.08,untrusted decision,5a464ddaa9d8fc50323230204654502072656164790d0ac0449a758e31ed219a15c7b8c33498d04d3b2771c3edb9f58c2e57,{'ftp': 75}
HONEY_03327,34344,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00159_mut_008,1,ssh,unknown,21.0,False,partial_banner,mid_header_eof_double_mutation,evil,0.03,untrusted decision,53d3682d326f3027e8c12f,{'unknown': 1}
PARTIAL_00217_mut_005,33104,unknown,unknown,19.0,True,partial_banner,extreme_truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b50f2,{'unknown': 1}
PARTIAL_00286_mut_011,21489,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5373482d322e30,{'ssh': 70}
NOISE_02458,22,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.09,untrusted decision,80889df224c69720741a82121ad04776a2a7f633905eef106f2a2a5d204dabab75ab6d44933d54d9d4ce5b17d9a7c8d33232,{'ftp': 75}
HONEY_03328,43953,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00159_mut_009,72,ssh,unknown,21.0,False,partial_banner,mid_header_eof_double_mutation,evil,0.03,untrusted decision,9a28025153482932ae302d,{'unknown': 1}
PARTIAL_00217_mut_006,33143,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b50,{'redis': 30}
PARTIAL_00287_mut_000,22121,unknown,unknown,25.0,True,partial_banner,extreme_truncation_header_reorder,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454502f31,{'http': 35}
NOISE_02459,6379,ftp,ftp,50.0,True,garbage_noise,noise_around_valid,evil,0.09,untrusted decision,430e2eb7114fc02eabbd824dede42e8b211a9fb745f1d094dd0a0c81a44fc20eab37bc96c48d3067f84a3636413232302046,{'ftp': 75}
HONEY_03329,29116,unknown,unknown,25.0,True,honeypot,rotating_banner,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
